2017-12-18 10:13:22,368 p=25318 u=packetferret |   25318 1513613602.36770: starting run
2017-12-18 10:27:09,188 p=27877 u=packetferret |  fatal: [leaf03_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible_ssh_private_key_file' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.yml': line 7, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n    tasks:\n      - name: \"# JUNOS - APPLY CONFIGURATION #\"\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: 'ansible_ssh_private_key_file' is undefined"}
2017-12-18 10:27:09,189 p=27877 u=packetferret |  fatal: [leaf04_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible_ssh_private_key_file' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.yml': line 7, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n    tasks:\n      - name: \"# JUNOS - APPLY CONFIGURATION #\"\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: 'ansible_ssh_private_key_file' is undefined"}
2017-12-18 10:27:09,652 p=27890 u=packetferret |  creating new control socket for host 127.0.0.1:2204 as user vagrant
2017-12-18 10:27:09,652 p=27890 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/e97341680f
2017-12-18 10:27:09,652 p=27890 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:27:09,652 p=27890 u=packetferret |  using connection plugin netconf
2017-12-18 10:27:09,653 p=27890 u=packetferret |  failed to create control socket for host 127.0.0.1
2017-12-18 10:27:09,654 p=27890 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:27:19,679 p=27877 u=packetferret |  fatal: [leaf01_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:27:19,680 p=27877 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.retry

2017-12-18 10:27:19,680 p=27877 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 10:27:19,680 p=27877 u=packetferret |  leaf01_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:27:19,680 p=27877 u=packetferret |  leaf02_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:27:19,680 p=27877 u=packetferret |  leaf03_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:27:19,680 p=27877 u=packetferret |  leaf04_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:27:51,381 p=27987 u=packetferret |  PLAY [### JUNOS - APPLY CONFIGURATION ###] ****************************************************************************************************************************************************
2017-12-18 10:27:51,406 p=27987 u=packetferret |  TASK [# JUNOS - APPLY CONFIGURATION #] ********************************************************************************************************************************************************
2017-12-18 10:27:51,918 p=27996 u=packetferret |  creating new control socket for host 127.0.0.1:2204 as user vagrant
2017-12-18 10:27:51,918 p=27996 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/e97341680f
2017-12-18 10:27:51,919 p=27996 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:27:51,919 p=27996 u=packetferret |  using connection plugin netconf
2017-12-18 10:27:51,920 p=27996 u=packetferret |  failed to create control socket for host 127.0.0.1
2017-12-18 10:27:51,920 p=27996 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:28:01,948 p=27987 u=packetferret |  fatal: [leaf01_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:28:01,949 p=27987 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.retry

2017-12-18 10:28:01,950 p=27987 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 10:28:01,950 p=27987 u=packetferret |  leaf01_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:42:40,760 p=30427 u=packetferret |  PLAY [### JUNOS - APPLY CONFIGURATION ###] ****************************************************************************************************************************************************
2017-12-18 10:42:40,789 p=30427 u=packetferret |  TASK [# JUNOS - APPLY CONFIGURATION #] ********************************************************************************************************************************************************
2017-12-18 10:42:41,273 p=30436 u=packetferret |  creating new control socket for host 127.0.0.1:2204 as user vagrant
2017-12-18 10:42:41,273 p=30436 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/e97341680f
2017-12-18 10:42:41,273 p=30436 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:42:41,273 p=30436 u=packetferret |  using connection plugin netconf
2017-12-18 10:42:41,274 p=30436 u=packetferret |  failed to create control socket for host 127.0.0.1
2017-12-18 10:42:41,275 p=30436 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:42:51,302 p=30427 u=packetferret |  fatal: [leaf01_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:42:51,303 p=30427 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.retry

2017-12-18 10:42:51,303 p=30427 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 10:42:51,303 p=30427 u=packetferret |  leaf01_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:42:53,809 p=30516 u=packetferret |  PLAY [### JUNOS - ENABLE NETCONF ###] *********************************************************************************************************************************************************
2017-12-18 10:42:53,837 p=30516 u=packetferret |  TASK [# JUNOS - FORCE DEVICE TO LISTEN FOR NETCONF SESSIONS #] ********************************************************************************************************************************
2017-12-18 10:42:53,857 p=30516 u=packetferret |  fatal: [leaf02_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible_ssh_port' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_netconf.yml': line 7, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n    tasks:\n      - name: \"# JUNOS - FORCE DEVICE TO LISTEN FOR NETCONF SESSIONS #\"\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: 'ansible_ssh_port' is undefined"}
2017-12-18 10:42:53,861 p=30516 u=packetferret |  fatal: [leaf03_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible_ssh_port' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_netconf.yml': line 7, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n    tasks:\n      - name: \"# JUNOS - FORCE DEVICE TO LISTEN FOR NETCONF SESSIONS #\"\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: 'ansible_ssh_port' is undefined"}
2017-12-18 10:42:53,865 p=30516 u=packetferret |  fatal: [leaf04_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible_ssh_port' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_netconf.yml': line 7, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n    tasks:\n      - name: \"# JUNOS - FORCE DEVICE TO LISTEN FOR NETCONF SESSIONS #\"\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: 'ansible_ssh_port' is undefined"}
2017-12-18 10:42:54,459 p=30530 u=packetferret |  creating new control socket for host 127.0.0.1:2204 as user root
2017-12-18 10:42:54,459 p=30530 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/893f9b3ee5
2017-12-18 10:42:54,459 p=30530 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:42:54,459 p=30530 u=packetferret |  using connection plugin network_cli
2017-12-18 10:42:54,487 paramiko.transport starting thread (client mode): 0xdf4f9950L
2017-12-18 10:42:54,488 paramiko.transport Local version/idstring: SSH-2.0-paramiko_2.3.1
